EXT1	EXT2	EXT3	EXT4	EXT5	EXT6	EXT7	EXT8	EXT9	EXT10	EST1	EST2	EST3	EST4	EST5	EST6	EST7	EST8	EST9	EST10	AGR1	AGR2	AGR3	AGR4	AGR5	AGR6	AGR7	AGR8	AGR9	AGR10	CSN1	CSN2	CSN3	CSN4	CSN5	CSN6	CSN7	CSN8	CSN9	CSN10	OPN1	OPN2	OPN3	OPN4	OPN5	OPN6	OPN7	OPN8	OPN9	OPN10	EXT1_E	EXT2_E	EXT3_E	EXT4_E	EXT5_E	EXT6_E	EXT7_E	EXT8_E	EXT9_E	EXT10_E	EST1_E	EST2_E	EST3_E	EST4_E	EST5_E	EST6_E	EST7_E	EST8_E	EST9_E	EST10_E	AGR1_E	AGR2_E	AGR3_E	AGR4_E	AGR5_E	AGR6_E	AGR7_E	AGR8_E	AGR9_E	AGR10_E	CSN1_E	CSN2_E	CSN3_E	CSN4_E	CSN5_E	CSN6_E	CSN7_E	CSN8_E	CSN9_E	CSN10_E	OPN1_E	OPN2_E	OPN3_E	OPN4_E	OPN5_E	OPN6_E	OPN7_E	OPN8_E	OPN9_E	OPN10_E	dateload	screenw	screenh	introelapse	testelapse	endelapse	IPC	country	lat_appx_lots_of_err	long_appx_lots_of_err
4	1	3	4	5	1	4	5	1	3	5	1	5	4	5	5	5	5	5	5	1	5	3	5	1	5	1	5	5	3	5	1	3	2	5	1	5	3	5	5	3	3	4	3	3	2	3	2	5	5	5607	9216	3202	4853	3684	3658	4166	2954	4085	2298	2233	2166	1900	7323	4245	4172	4489	3350	1212	2798	11408	1487	6831	6741	3969	2395	3605	3652	2300	3997	3225	4049	3536	5777	2268	3184	1742	4051	4021	5004	2584	3319	4282	3495	2450	3631	3847	2913	4138	939	2018-06-06T07:13:21Z	414	736	11	194	11	3	US	38.0	-97.0
2	4	2	5	1	3	1	5	1	5	5	4	5	1	1	5	5	5	4	5	1	5	1	5	1	5	1	5	5	3	2	4	4	2	2	5	2	3	5	3	3	4	5	2	3	1	4	3	5	4	4381	3549	4618	1184	1852	4483	1783	2319	2819	1198	2534	3418	1050	4481	4768	1066	3883	1648	2369	1484	2450	2119	1500	1116	1633	2817	1500	1665	1650	2151	1734	3566	2084	2237	1982	2101	3134	3886	1615	3466	3484	3983	1049	2098	2367	6018	1517	3966	2501	3353	2017-05-19T14:17:57Z	1440	900	2048	130	9	1	US	38.0	-97.0
1	5	4	4	1	4	2	5	2	4	3	5	4	1	1	1	1	1	3	1	2	2	2	4	5	3	4	2	3	4	1	5	4	5	1	5	3	4	1	2	5	1	4	1	5	1	5	3	4	5	32483	12771	6484	13002	14284	66913	8563	9063	9511	6352	34118	17807	6368	24441	15930	14018	25224	10377	8098	10342	17359	20203	22098	7831	6269	12936	6451	7880	16461	19869	34385	52227	12188	7966	31008	9013	10193	8231	11290	15779	5470	42751	22448	8962	11954	24843	1746	19968	25457	21449	2018-08-12T12:59:24Z	1280	800	4	866	10	2	US	40.7062	-73.6187
5	1	3	4	1	1	1	5	1	5	4	2	5	1	5	4	3	2	4	4	1	4	2	5	2	4	4	4	5	5	5	1	5	1	2	2	5	1	5	5	0	4	3	4	4	2	4	2	2	2	14057	3070	4674	10050	1256	4008	4946	2811	4537	2895	9046	4440	2080	4345	7218	3526	6279	4869	2727	1969	6227	8296	5916	2880	3926	4563	4145	4025	2819	2345	1234	7144	4367	4816	3527	8191	4559	2977	2349	5095	0	7152	7123	11705	4544	5072	4777	2997	2690	4479	2018-08-09T18:54:47Z	360	592	43	241	9	1	KE	1.0	38.0
1	4	2	3	1	5	2	5	2	5	1	4	2	1	1	1	2	2	1	4	3	1	5	2	4	2	4	5	3	2	4	3	3	1	3	3	3	3	4	3	3	2	2	4	1	4	4	2	4	2	9738	3745	3943	2913	3674	6532	7424	611	8110	2937	3165	2471	2927	10111	2843	4635	516	9634	13620	3054	4377	8060	4831	4681	3097	4788	3844	4043	2567	2807	2277	4889	3026	34417	4634	2983	19884	11325	6694	2898	684	3561	2552	8782	3053	5702	1933	726	4080	2782	2016-11-26T15:26:54Z	360	640	42	277	41	2	SI	46.0	15.0
2	2	3	3	4	2	3	4	2	2	3	2	4	2	3	3	4	3	4	2	2	4	2	4	2	2	2	3	3	4	5	3	4	3	5	2	4	1	4	4	5	2	4	1	4	2	4	5	5	5	15859	5231	5635	4149	4197	2402	9236	7933	2918	5418	10553	3979	4567	4998	3801	4384	1431	3217	4533	2817	11385	12003	4533	4536	6468	3832	5996	5763	6330	5234	6266	5867	4385	5549	4249	8221	2332	4618	2854	5779	2215	3567	2015	3421	2097	4369	4988	1901	1048	1702	2017-08-02T08:42:22Z	320	568	35	252	16	1	US	40.8	-96.667
1	4	2	5	2	4	1	5	1	5	2	3	2	2	1	2	2	1	1	2	1	3	1	4	2	4	2	2	4	4	3	5	4	3	2	4	3	4	4	2	2	3	4	3	5	2	4	1	4	5	5172	8888	2213	2934	4741	3235	1472	4078	3179	7527	7584	4460	5748	3953	3583	1044	4944	5497	3145	3913	6049	1046	14627	3422	4039	2681	10625	3515	2625	3183	5550	6202	2818	2871	3494	6636	3000	3301	5883	4989	4571	9106	3749	4205	5228	2753	3661	3324	3964	2107	2016-06-26T01:55:44Z	360	640	16	228	14	1	TH	13.754	100.5014
3	3	4	3	5	3	4	4	2	2	2	5	3	4	2	2	2	1	1	1	1	3	1	4	3	4	2	3	4	4	3	1	4	2	3	1	4	1	5	4	3	3	3	3	3	2	4	4	3	4	35224	8636	5066	5361	2310	7171	3399	2691	8862	3553	5456	8476	2160	4324	3508	5016	3581	4005	2067	2276	2788	1957	2229	4928	6911	14561	2709	3549	2891	3260	2932	4108	5600	2180	6699	7575	3108	2370	1781	4036	4599	1341	5087	3507	1981	3748	5704	2987	2551	1471	2016-05-24T07:58:23Z	1536	864	9	243	17	1	US	35.9557	-80.0053
2	5	4	5	3	2	2	5	3	4	5	3	5	1	3	3	4	4	2	4	1	5	1	5	1	5	1	5	5	4	4	2	5	4	2	4	4	2	3	4	5	2	5	1	5	1	5	5	5	4	3177	1132	1760	1847	3673	1816	2378	1132	2874	1360	1268	1762	1300	2305	2036	2701	1382	1454	2104	2078	1801	868	1217	848	933	1906	2260	2650	892	2819	2161	1749	1790	1107	1436	1493	938	1145	1634	1860	1137	1686	1457	1464	1348	1164	1786	1697	1710	1120	2018-07-29T23:01:33Z	1280	800	7	86	8	1	US	29.5731	-82.4076
1	4	2	4	1	4	1	5	1	4	5	5	4	1	4	3	4	4	4	5	1	4	3	5	2	5	2	4	5	3	1	2	4	3	1	4	2	3	2	2	4	2	5	1	4	2	4	4	4	4	3189	2983	3123	2182	1209	2112	6097	3378	2761	1769	1859	1490	2118	3058	2307	6447	1887	1888	2742	2356	4908	4216	1514	2739	3254	4906	3239	3682	2166	3082	1243	2568	2747	4489	2504	2845	5651	2350	2101	4290	1674	4837	1386	4296	2403	4123	2274	1883	5742	1287	2016-10-12T10:35:45Z	1366	768	6	152	12	1	US	42.7654	-71.4676
4	1	5	1	4	1	2	3	5	5	4	5	5	3	1	5	5	5	5	1	4	5	4	5	1	5	1	4	5	3	4	5	5	3	1	5	4	1	5	3	3	1	5	1	5	1	5	5	5	4	5003	3792	1496	2971	3106	1641	7814	2282	1920	1659	1224	1299	1295	2632	3582	1363	1506	1424	1147	1722	5742	1522	2440	2376	1369	2000	3917	2020	3816	2591	2642	2623	1932	5562	2270	1633	2245	4025	2734	3535	1537	2639	1191	3308	1518	2079	3637	1458	1578	3531	2018-01-23T10:51:09Z	1440	900	10	130	14	1	CA	42.3159	-83.0393
5	1	5	2	5	1	0	2	3	4	4	4	4	3	3	3	2	2	3	2	1	5	2	5	2	4	3	3	4	4	4	4	4	3	3	3	3	3	4	4	5	2	4	1	5	2	4	4	4	5	13126	2673	2724	2704	3647	2990	0	3800	4450	5167	3756	4782	2943	2879	2692	2874	4643	3529	2705	2716	4344	2429	4198	3106	6016	3313	6903	3276	1988	86716	13355	5800	103560	2657	3084	14569	2249	2636	2795	2866	4295	4139	2372	3732	5457	4347	3119	2685	3895	2219	2017-03-04T10:24:36Z	360	640	40	391	14	163	US	37.4192	-122.0574
4	3	3	4	4	3	1	5	3	5	1	5	2	5	5	1	1	1	1	1	2	4	4	5	3	3	2	5	5	5	3	5	3	3	3	3	3	1	1	3	5	1	5	1	5	1	5	3	5	5	6202	2046	9151	5586	3267	1565	5525	4538	4661	1567	2909	1789	3737	4390	3084	1775	3305	5031	2034	3503	8716	4564	5477	8805	3958	3207	7803	2603	3638	2023	2858	5636	4648	4143	9697	5637	1973	3723	2479	3799	4711	3784	2454	3157	4588	5189	2184	4391	7117	1320	2016-05-02T02:38:36Z	1366	768	16	212	17	1	AU	-27.2959	152.9253
4	2	5	1	4	2	5	5	2	1	3	5	5	3	4	1	5	4	3	3	1	5	5	4	1	2	2	5	5	5	4	1	5	1	3	3	4	1	5	3	2	1	5	1	5	1	2	3	4	5	25697	4766	3284	5642	5243	5609	4536	5350	4840	5036	4111	4463	4209	23275	2736	11433	3575	3821	11301	25503	3685	20223	4608	4499	3903	16091	7225	6861	2614	27670	5204	7492	5885	4221	19799	7077	5643	34018	9340	11163	17673	5740	9802	3345	2504	4050	8587	15215	6396	1994	2017-02-25T07:32:18Z	1920	1080	6	448	6	1	NONE	NONE	NONE
1	1	2	2	3	2	4	5	2	2	4	2	4	2	4	3	4	4	2	4	2	3	1	5	3	5	2	3	4	5	4	1	5	3	3	1	3	2	3	3	5	1	5	2	5	1	5	5	5	4	4253	3511	2327	2956	1851	2622	2751	2364	2668	3573	3171	1981	3287	2486	1935	2378	12672	2255	3028	4302	6830	3439	2712	2341	2461	2462	3011	2439	3012	2008	6044	2605	4334	4152	2957	3272	2874	1783	1909	2959	2496	2748	2055	4424	2001	1913	4715	3270	1529	2293	2018-04-11T09:35:46Z	360	640	33	160	19	1	IN	12.9833	77.5833
3	3	4	2	5	1	5	1	5	5	3	4	4	1	1	1	1	1	2	1	2	1	2	2	3	4	3	3	5	5	3	4	3	1	1	5	5	3	3	3	4	3	5	1	5	1	5	2	2	5	4597	5065	9666	3695	2384	4392	5032	5911	3959	4487	3128	2576	2537	2889	4376	2512	4040	4248	2168	2288	10342	6743	65864	2696	5576	6624	4335	6049	4200	3592	3712	4192	2784	6224	5008	5668	2729	27879	3280	4760	3416	10456	2792	2839	3008	15088	2136	4585	2873	1776	2016-09-27T12:02:52Z	1440	900	2	314	62	86	US	36.7281	-108.2187
2	3	3	4	4	3	5	5	1	5	5	2	5	1	3	4	2	3	2	4	1	5	3	5	1	5	1	5	5	5	2	5	4	4	2	5	4	3	2	4	4	2	5	2	3	1	5	4	5	5	9682	4640	4049	22967	4142	6034	4880	5033	7371	4394	3099	4213	4729	3532	6485	4310	4263	3848	4566	10654	3760	3144	2719	2605	3130	6250	8251	3584	6751	4099	4009	2481	2882	2751	3934	4890	3986	5336	8923	5000	2821	4050	4127	4672	3153	4793	4685	5512	6223	1531	2016-06-03T10:47:15Z	320	570	36	255	14	1	US	35.0978	-84.9115
1	4	3	5	2	4	1	5	1	5	4	2	5	1	4	4	4	4	2	4	2	3	2	3	3	5	3	3	2	3	4	1	5	2	3	2	4	2	4	4	3	3	3	3	3	3	3	2	4	3	1890	3922	4989	4119	3685	3481	4204	2094	15353	1852	2368	888	1937	5180	8053	8885	3318	3368	9721	2998	18884	12144	3449	6517	9871	6452	12289	6827	1223	4770	5478	15794	2334	6322	9358	3108	2216	4868	4868	4748	7520	8088	4233	3241	3383	4020	5204	5684	8254	2223	2018-02-21T19:14:46Z	375	667	17	289	11	3	US	38.0	-97.0
3	1	4	3	5	2	4	3	3	3	3	2	5	2	4	2	2	1	2	1	4	4	2	5	2	4	1	5	4	5	5	3	5	1	5	2	2	5	4	5	5	1	5	1	4	1	5	5	5	5	4465	1887	2532	2173	2161	8139	4750	3093	2908	1606	3243	4127	2297	3596	5299	2046	1781	2750	1621	1643	2072	1556	2648	1628	2112	2209	1953	1870	123681	2577	1821	7709	2802	4183	1879	3158	2104	1631	1115	1389	3110	3649	1108	3274	3355	2887	2607	1306	1642	1144	2018-02-13T16:28:37Z	1366	768	5373	258	20	2	US	38.7405	-77.5621
5	4	4	2	4	2	4	3	3	4	5	2	4	4	3	5	3	3	5	4	1	5	2	4	1	4	1	5	5	5	3	4	2	4	1	4	1	2	3	2	3	3	5	2	3	1	2	2	5	4	5351	4326	3118	1118	2299	3290	4028	3641	4139	2531	2834	3086	4787	2468	7454	2331	6441	2205	1866	1648	3756	3015	2363	5299	2655	3238	8280	2549	3213	2492	2738	4980	2437	2223	1075	4436	1093	2289	2485	5187	4087	9569	11725	2865	10589	2573	976	2741	3881	1991	2017-05-10T05:28:11Z	375	667	4	187	14	112	US	42.2814	-83.3863
3	1	3	3	1	1	5	1	3	5	1	0	5	0	1	1	1	1	1	1	5	5	1	5	1	5	1	5	5	5	3	5	5	5	3	5	3	3	1	1	3	1	5	1	3	1	3	1	3	5	14978	5317	5261	6614	4216	4553	6179	6599	9104	16944	5048	0	5418	0	4129	5086	4278	4609	1069	3242	64760	4309	4173	10476	15859	4666	4922	5672	6817	2048	6859	5809	4343	3493	1277	5462	4109	6047	4218	7311	10322	4695	5741	5020	4328	3905	4123	3483	9909	3506	2016-12-19T20:11:10Z	320	570	11	342	17	1	CR	10.0	-84.0
1	4	2	4	2	3	1	5	2	5	5	2	5	2	3	3	2	1	2	3	1	5	1	5	2	5	1	5	5	5	4	3	5	2	4	2	5	1	5	3	3	3	3	3	3	2	4	3	5	3	6103	2330	1169	3868	4191	3835	1379	2117	2804	2129	2000	1751	1552	1989	2241	1607	2688	1528	2059	2410	2352	2585	2133	3347	2132	1931	3780	2048	1444	1556	2433	3768	1713	1697	3533	6662	4652	2083	1255	2651	4185	3247	1970	5109	2710	3567	2369	3903	2307	2273	2018-09-13T20:56:51Z	375	667	91154	136	10	1	US	38.0	-97.0
1	5	2	5	2	2	1	2	2	5	5	1	5	1	4	4	3	2	3	4	3	2	1	3	4	4	3	3	3	3	5	3	5	3	2	2	4	1	5	5	5	2	5	3	5	1	5	5	5	5	3568	1200	6720	1327	2400	3112	1776	1545	3152	2752	1289	1768	1216	4776	3272	2424	1976	1521	1447	4872	3648	3200	1808	2120	2128	1096	2632	2271	1528	3312	4408	1264	1336	1441	1928	3400	1704	2536	3441	3192	1167	4368	1337	2863	2400	3664	1760	3623	2672	489	2018-03-21T13:53:09Z	1920	1080	3	126	10	1	US	40.749	-73.9865
1	5	1	3	2	5	1	5	2	5	2	3	3	5	1	2	2	2	3	2	1	1	4	3	3	3	5	1	4	5	5	5	2	3	4	3	3	1	2	1	3	1	3	1	3	3	5	3	3	2	7846	3629	2655	10682	4549	3400	4646	5098	4910	6534	6138	3999	2698	14828	3618	4009	5274	4200	8734	2342	8216	3583	5146	5682	3752	6749	3221	3514	3400	11436	7014	5391	6615	4721	9644	4864	3854	9635	4449	9283	8828	3749	7898	8984	4331	14344	2452	2384	4880	1914	2018-01-26T07:27:18Z	1366	768	10	292	30	1	EG	30.05	31.3666
3	1	1	3	5	5	5	4	3	2	4	4	5	2	5	5	5	5	1	5	5	5	4	1	4	1	5	1	4	5	2	1	5	5	1	5	2	1	5	1	4	3	3	4	4	4	4	2	5	5	27857	2158	1207	1162	1968	1829	1623	575	1544	2195	1173	931	889	1735	1889	747	1019	735	916	1040	18098	1859	1030	1730	685	2301	792	1842	1055	740	31604	817	2573	743	2409	1813	1806	1662	1773	580	1039	1711	4891	812	1770	1563	1545	1366	596	624	2016-05-07T06:57:47Z	480	800	131	149	14	3	NONE	NONE	NONE
2	2	2	3	3	1	3	4	3	4	2	4	4	2	1	1	3	3	1	4	2	4	4	4	2	3	2	4	4	4	4	4	4	2	2	4	2	2	2	4	5	1	5	1	5	1	5	5	4	5	5217	2697	2794	3248	2440	2198	3737	6099	3997	1541	2513	2926	4145	1292	2191	2410	2795	2232	1534	3309	2541	1384	1407	3123	2336	2143	2633	4294	2144	2006	2874	2832	2602	3301	1719	2009	955	2360	2672	2426	1094	2628	752	1943	2384	1885	1897	2049	4639	2313	2016-05-26T13:13:16Z	1920	1200	3	130	13	2	CA	51.0591	-114.1146
3	3	3	3	3	3	2	3	3	4	2	4	4	4	2	2	2	2	3	2	4	2	2	2	5	1	4	3	2	3	3	2	4	3	2	2	3	3	3	4	2	2	2	3	3	3	3	3	2	2	12947	12198	32442	3851	2671	3513	7517	3516	3192	18872	4566	5776	19634	1331	2652	3135	6698	3102	18317	4303	1032	7518	5645	3553	3137	13783	7807	9605	21667	9466	6598	1268	4655	3038	5719	6897	4308	1260	1245	5450	1396	8635	16461	8060	7847	7953	4349	6896	2822	8732	2016-07-25T18:29:21Z	320	480	214	370	4	1	GB	51.5	-0.13
1	2	5	3	4	1	3	2	2	2	1	1	2	5	1	1	1	1	1	1	1	4	1	5	2	5	2	4	4	4	4	2	5	1	4	2	4	1	4	3	4	1	5	1	5	1	4	2	5	5	9326	4731	4729	8432	3700	5282	15426	10094	8590	7502	5732	9999	4440	9660	3527	3773	4014	3030	3425	2967	6183	4425	3418	9385	6692	3552	5849	8944	4976	3504	6685	5313	3441	3765	6755	4424	7795	4024	5252	7409	3850	4410	8432	5378	3306	5257	7094	14912	4345	2605	2018-05-17T10:11:59Z	1280	720	28	301	25	1	CA	43.6425	-79.3872
3	5	2	3	2	4	2	4	3	4	5	1	4	3	3	4	3	3	3	3	3	3	4	3	2	4	3	3	4	3	2	3	5	4	3	3	3	3	3	3	3	3	3	2	3	3	4	2	5	2	778	3145	5758	2828	5685	7363	5880	6353	6743	4342	6454	1375	3449	9409	3750	3292	11822	2886	1106	3264	18326	5264	4191	1062	7680	3077	2475	5654	4560	4466	5256	1294	1183	6958	4094	7254	3755	3139	3323	4528	4269	16758	5270	20215	1289	4182	3760	4132	6929	2677	2017-02-20T21:19:16Z	360	592	4	264	15	1	CO	6.2518	-75.5636
1	3	3	5	2	3	2	5	4	5	4	3	4	2	3	4	3	3	2	4	2	4	1	4	2	4	2	4	4	3	3	4	3	4	1	4	3	3	2	3	4	2	5	3	3	1	3	2	4	5	6840	5708	8100	10100	7531	4475	854	2653	2433	7441	2584	3473	9045	3677	8355	7810	5699	4110	4617	1560	5364	2907	3753	983	6260	2633	4412	3942	3780	1083	4818	3936	3527	3947	945	8181	8283	5664	3841	2397	5604	4711	852	4022	2974	13239	7482	9057	12808	9958	2016-04-09T20:14:47Z	360	640	3	262	61	4	GB	51.5	-0.13
3	4	2	3	3	3	2	4	2	5	5	3	4	2	4	5	4	3	5	3	5	5	1	5	1	5	3	5	5	4	4	4	5	2	3	4	3	3	5	4	4	3	3	2	3	3	4	2	4	3	7345	5230	2758	3238	3881	4474	5611	3132	3853	2917	1489	2267	6190	7934	3150	3735	3058	2226	1901	4824	4191	3809	3216	2992	4099	5160	3049	7026	9912	3583	2277	5217	2339	4358	3451	5438	2393	2884	2311	5684	3288	2609	3607	5645	3152	3766	2499	3349	5924	548	2016-12-15T19:37:38Z	768	1024	5	198	18	1	CO	4.5981	-74.0758
1	3	3	3	3	2	1	4	2	4	5	2	5	2	4	4	5	5	4	4	2	4	3	4	2	3	2	4	4	3	3	2	3	2	4	2	5	3	3	3	3	4	3	4	3	3	3	2	4	3	4251	7267	3884	2086	3543	3892	6519	3892	3813	1947	5680	4143	4182	4771	2534	4012	5360	10790	2796	1697	4481	7847	5600	2945	9068	8285	4711	4033	3114	1776	1747	3404	4842	7767	12518	4042	3214	2516	8373	4082	3754	4362	2416	3664	1798	4402	3673	4871	6767	2925	2017-01-10T05:03:59Z	1366	768	4	232	12	2	IN	12.9833	77.5833
4	2	4	3	4	2	2	2	4	4	1	4	4	3	1	2	2	3	2	3	2	4	4	5	1	4	4	4	5	5	2	3	3	3	2	5	4	3	1	3	4	3	2	3	4	3	4	4	4	4	23649	2648	3772	2943	1793	3157	5728	3316	2832	5012	4923	3850	2527	1706	3382	2880	2787	3618	2504	1688	5100	2591	3687	2515	4177	2576	3702	5614	2771	2084	4446	3673	4242	7089	3765	4218	1485	2466	4636	2592	2132	2800	3987	2892	2437	2314	8128	1347	4336	1876	2016-09-06T17:04:55Z	360	640	14	192	18	1	AR	-30.95	-58.8
2	5	2	5	1	5	1	1	1	5	3	5	5	2	2	4	4	3	2	4	1	4	1	3	1	5	3	3	4	3	3	3	3	4	3	2	3	2	2	3	1	3	2	3	3	4	3	1	5	3	5369	1601	3021	3983	2551	4875	3126	3175	2338	2758	2820	2862	3708	2318	5277	2656	3580	3148	2369	1476	2927	3927	4022	2494	4552	2356	2356	3088	3110	5159	1815	6044	1665	3521	2433	4618	1892	3559	3099	4464	2395	3910	1894	4369	4424	3797	4328	2161	3353	2665	2017-02-01T00:11:36Z	1920	1080	9	164	18	1	US	39.1007	-120.9533
2	3	4	3	4	2	3	4	2	5	1	5	1	1	2	1	2	1	1	5	2	4	3	5	4	4	4	4	4	4	3	4	4	2	2	4	4	4	4	3	4	1	5	2	4	1	5	3	4	5	3878	3969	3601	6951	3367	4336	7216	2424	3208	3975	1728	2536	2720	3168	2257	3000	2672	2553	5985	2952	10670	3032	5547	1880	7000	1680	7368	5120	3015	3568	3239	4639	4791	3520	2488	3304	1456	3295	3128	4985	2648	3048	2161	3961	2183	3763	2384	5536	3274	1856	2016-03-04T14:52:00Z	1680	1050	12	189	15	3	CA	51.0696	-114.0862
1	4	1	5	1	4	1	5	1	5	3	3	5	2	2	2	1	1	2	4	1	3	1	5	2	4	5	5	5	1	5	5	3	1	4	5	1	1	3	1	5	3	4	3	3	1	4	4	5	5	272255	20378	6199	3308	3727	4008	3945	7695	4439	7674	6400	5032	5446	5048	11455	6575	2343	3177	5840	8504	3482	5734	13248	2756	11425	12080	4815	4736	4337	30470	8231	7448	7257	4176	6753	6010	4097	4472	4072	9975	5648	7097	4880	8328	5023	7760	7345	5814	9176	8952	2016-04-08T10:29:30Z	1366	768	40	629	424	1	BD	23.7231	90.4086
3	1	5	2	3	5	2	4	5	3	5	3	5	3	3	3	4	3	3	3	5	5	1	5	1	5	2	4	5	5	5	3	5	2	5	2	5	1	5	5	2	2	5	2	3	2	5	1	4	4	16624	3432	4282	7044	7974	2981	5543	3831	3782	5163	5022	2072	2131	3953	2982	5922	15807	17867	2433	2101	4552	5523	4412	7365	1930	1812	4423	4623	1610	2501	3171	6182	2892	3401	4151	5202	5382	2901	1370	2481	2851	6673	25034	4862	3901	3022	3492	2331	6362	1910	2018-07-25T09:42:13Z	1366	768	25	260	18	34	IN	20.0	77.0
4	3	4	1	3	3	3	3	3	3	3	3	3	3	2	2	3	2	1	2	1	4	4	4	2	4	1	4	5	5	4	4	0	1	5	1	5	1	5	5	3	1	5	2	3	1	4	2	4	3	1475	4484	4516	65262	3157	4180	8746	9346	5396	7659	11835	6727	10192	36760	4661	3938	3907	5685	4347	9690	14198	5534	4373	7212	7308	3123	3857	3562	4571	4187	4804	8520	0	29269	76436	4557	2634	53124	4404	5215	6556	6186	79676	6900	3504	4203	4275	6235	9411	3291	2018-09-08T18:26:36Z	1280	800	7	591	28	1	CA	43.6425	-79.3872
5	1	5	1	5	1	5	1	5	2	4	2	5	1	4	4	5	5	4	1	4	4	4	4	4	4	4	2	4	5	4	3	5	3	3	3	3	3	4	4	2	2	2	2	3	3	4	2	2	3	3232	2112	2704	3112	1489	3280	1784	16920	2920	3976	1784	4300	432	1423	1968	2008	1496	1560	1912	1344	1156	3128	1712	3233	2390	2080	107813	2416	3784	1848	1624	5300	7696	2208	1856	2984	4384	2863	3432	1608	2064	50671	1959	2921	2600	4480	5584	2744	1968	1232	2016-03-13T14:41:12Z	1440	900	4	302	4	2	US	34.7601	-80.693
2	5	1	4	2	2	2	4	2	5	4	4	4	2	2	1	3	3	1	4	2	4	3	4	4	4	3	3	4	2	4	2	4	2	3	2	3	2	2	4	4	1	4	1	5	1	3	4	4	4	73462	3714	4463	8714	3294	3188	4942	6607	3148	4552	4359	4855	2262	2409	4367	2631	4357	2290	2154	10291	5265	4680	2983	6725	6589	4033	4317	3616	3216	3255	2769	5516	3450	1987	4951	2662	6180	3704	2885	5662	8365	7692	3090	2913	3917	6607	8751	1617	4307	769	2018-07-04T05:51:50Z	1366	768	23	290	11	1	GB	51.5	-0.13
4	3	4	3	3	2	2	2	4	5	4	4	4	4	3	2	1	1	2	1	5	4	1	4	2	5	3	3	4	4	4	4	4	2	5	1	4	1	4	4	4	2	4	1	4	2	4	3	4	4	13218	18176	3009	5020	10373	1709	19028	6263	5243	3913	5090	1400	5822	3927	3681	4789	6295	1914	7644	2011	7565	4678	2262	7188	4554	1935	4031	5452	3783	2902	3034	8125	3938	4791	5214	6106	4203	58067	4013	3830	3505	3889	1169	5060	2049	6403	2977	3454	2588	1783	2018-05-05T10:27:05Z	1366	768	13	310	40	6	MY	2.5	112.5
4	4	3	3	4	3	3	4	2	4	4	3	4	3	4	4	4	4	4	3	5	4	4	3	2	3	2	4	4	4	3	1	3	4	3	4	3	3	3	3	2	4	4	3	3	3	3	3	3	3	147729	3129	6236	3489	2612	2381	47131	3452	8736	2611	1716	2867	909	2863	5580	2128	3635	5580	1943	2012	2804	3784	1749	2532	3804	6201	9585	2852	3389	3203	2271	4734	25262	2899	8219	3934	2084	35481	16269	4638	2621	5884	44518	10414	3319	11977	2212	20861	6223	1437	2017-05-30T10:56:49Z	375	667	640	4	13	45	US	38.0	-97.0
3	4	2	5	2	2	1	1	1	5	4	2	4	1	4	0	5	5	4	5	1	5	1	5	1	5	1	4	5	4	2	3	3	3	2	4	3	4	2	2	4	1	5	1	5	1	4	4	5	5	46752	5868	4197	4668	4114	1834	3196	4602	3637	1444	7492	2014	4167	1831	2883	0	3700	2024	1746	1931	5437	2977	4017	2634	2315	1670	3648	2030	1993	5360	1931	3716	3637	4159	5721	1980	2033	3407	9656	2769	18953	3947	1523	2226	2554	3334	2699	1713	2093	793	2018-10-15T17:52:48Z	1366	768	12	224	8	1	NZ	-41.0	174.0
3	4	3	4	2	4	4	4	2	5	5	2	5	4	4	4	5	4	5	3	3	4	4	3	3	4	3	3	3	4	4	2	4	3	4	4	5	1	5	4	4	3	4	2	3	3	4	2	4	3	5598	2863	3589	2370	4218	2129	4345	5099	4957	2683	2370	3444	1896	5834	3145	2013	1345	3059	1288	1452	5594	1847	4778	2922	9554	1190	4295	3135	2623	3553	2068	2331	2787	2196	3368	4472	1791	24430	1821	4182	2127	3693	2466	5301	1908	3117	2013	2323	2158	1318	2018-02-21T05:23:30Z	1366	768	5	180	11	108	US	38.9042	-77.032
3	2	2	3	2	3	1	4	1	5	4	3	5	2	4	1	5	4	3	2	1	3	3	5	3	5	3	4	4	3	3	1	5	4	1	2	5	3	3	3	1	5	5	4	3	2	1	1	5	3	2743	6136	3276	11170	2404	4612	2140	4420	2284	2633	5525	4285	3104	4756	3689	6123	1993	2152	2127	3363	12945	3228	3260	1267	3292	2120	3037	5104	4325	2983	2778	3895	2164	3436	2691	6540	2739	2508	2160	3593	3792	6207	1188	4064	2080	4664	2932	7959	1885	1712	2018-08-21T17:16:01Z	1280	720	12	191	22	1	US	32.8821	-83.3324
3	5	3	1	3	5	3	1	3	5	5	3	5	3	3	5	3	3	3	3	5	3	1	5	1	5	3	3	5	5	3	5	3	1	5	3	3	3	3	1	3	3	5	3	3	1	3	1	3	3	81762	4504	2832	20320	11313	18913	8696	9296	4952	18944	12217	43904	6496	4112	5480	5288	4408	3648	22048	46721	13615	4808	5937	5160	5568	3104	4015	8160	3344	22657	5560	37201	3775	38137	33777	7848	1681	22937	10081	32648	3488	6657	31137	41041	7680	5128	4160	3816	5368	7168	2016-09-22T01:28:36Z	1600	900	44	900	27	46	AE	24.0	54.0
